protocol,src-address,src-port,dst-address,dst-port,flow,service,tcp-state,resolved,mark,cc,asn,threat,description,modified,validation
udp,103.237.134.79,48292,122.144.1.1,53,OUT.bound,domain,,,,ID,AS38320 pt maxindo mitra solusi,,,,
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,signaler-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,60375,64.233.170.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,103.135.6.222,56775,204.79.197.239,443,OUT.bound,https,established,,LOKAL.c,US,AS8068 microsoft corporation,BKP DIC 14 23,,2023-12-14T22:54:48.999000,Cloud Provider IP range
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,signaler-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,52855,64.233.170.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,103.135.6.222,51783,195.189.28.244,17807,OUT.bound,,established,,INTL.c,KZ,AS35104 jsc kaztranscom,Guardicore - 03-12-2023,,2023-12-04T00:13:24.600000,
udp,103.135.6.222,55011,8.8.4.4,443,OUT.bound,https,,dns.google,LOKAL.c,,AS15169 google llc,,,,Known False Positive
tcp,103.135.6.222,56776,13.107.42.16,443,OUT.bound,https,established,l-0007.l-msedge.net,LOKAL.c,US,AS8068 microsoft corporation,ChromeDriver.exe,There is a malware spread under the name of chromedriver.exe (which is a malware downland ) as per :,2023-10-31T15:03:52.440000,Cloud Provider IP range
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,signaler-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,53685,64.233.170.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,103.135.6.222,51782,59.188.3.158,14966,OUT.bound,,established,,INTL.c,HK,AS17444 hkbn enterprise solutions limited,,,,
udp,103.135.6.222,60753,142.251.175.94,443,OUT.bound,https,,id.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,60753,142.251.175.94,443,OUT.bound,https,,ssl.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,60753,142.251.175.94,443,OUT.bound,https,,accounts-cctld.l.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,60753,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,57271,192.168.100.1,53,local,domain,,,INTL.c,,,,,,
udp,103.135.6.222,64585,74.125.68.94,443,OUT.bound,https,,beacons.gvt2.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,64585,74.125.68.94,443,OUT.bound,https,,beacons-handoff.gcp.gvt2.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,64617,172.253.118.95,443,OUT.bound,https,,addons-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,64617,172.253.118.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,64617,172.253.118.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,64617,172.253.118.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,64617,172.253.118.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,64617,172.253.118.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,64617,172.253.118.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,64617,172.253.118.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,64617,172.253.118.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,64617,172.253.118.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,64617,172.253.118.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,64617,172.253.118.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,64617,172.253.118.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,
udp,192.168.2.1,56262,142.251.175.94,443,OUT.bound,https,,id.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,56262,142.251.175.94,443,OUT.bound,https,,ssl.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,56262,142.251.175.94,443,OUT.bound,https,,accounts-cctld.l.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,56262,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,60138,142.251.175.94,443,OUT.bound,https,,id.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,60138,142.251.175.94,443,OUT.bound,https,,ssl.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,60138,142.251.175.94,443,OUT.bound,https,,accounts-cctld.l.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,60138,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
tcp,103.135.6.222,51603,13.89.179.9,443,OUT.bound,https,established,,INTL.c,US,AS8075 microsoft corporation,,,,Cloud Provider IP range
udp,103.135.6.222,55626,216.239.38.120,443,OUT.bound,https,,forcesafesearch.google.com,LOKAL.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,Whitelisted IP
udp,103.135.6.222,64079,142.251.175.94,443,OUT.bound,https,,id.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,64079,142.251.175.94,443,OUT.bound,https,,ssl.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,64079,142.251.175.94,443,OUT.bound,https,,accounts-cctld.l.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,64079,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,53998,142.251.175.94,443,OUT.bound,https,,id.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,53998,142.251.175.94,443,OUT.bound,https,,ssl.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,53998,142.251.175.94,443,OUT.bound,https,,accounts-cctld.l.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,53998,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,signaler-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,56120,64.233.170.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,103.135.6.222,52099,74.125.24.17,443,OUT.bound,https,established,googlemail.l.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,youtubei.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,signaler-pa.clients6.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,playstoregatewayadapter-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,peoplestack-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,accountcapabilities-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,photosdata-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,content-autofill.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,firebaseremoteconfig.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,maps.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,chromewebstore.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,passwordsleakcheck-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,android-context-data.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,mdh-pa.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52895,64.233.170.95,443,OUT.bound,https,,play.googleapis.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,103.135.6.222,51223,142.251.175.94,443,OUT.bound,https,,id.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,51223,142.251.175.94,443,OUT.bound,https,,ssl.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,51223,142.251.175.94,443,OUT.bound,https,,accounts-cctld.l.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,51223,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
tcp,103.135.6.222,56777,52.182.143.209,443,OUT.bound,https,established,,INTL.c,US,AS8075 microsoft corporation,ETIC Cybersecurity 2023-12-13 Port Scan,,2023-12-13T22:58:42.321000,Cloud Provider IP range
udp,192.168.2.1,62158,142.251.175.94,443,OUT.bound,https,,id.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,62158,142.251.175.94,443,OUT.bound,https,,ssl.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,62158,142.251.175.94,443,OUT.bound,https,,accounts-cctld.l.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,62158,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
tcp,103.135.6.222,52098,74.125.24.17,443,OUT.bound,https,established,googlemail.l.google.com,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
udp,192.168.2.1,52563,142.251.175.94,443,OUT.bound,https,,id.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,52563,142.251.175.94,443,OUT.bound,https,,ssl.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,52563,142.251.175.94,443,OUT.bound,https,,accounts-cctld.l.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,52563,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
tcp,192.168.2.1,49411,20.198.119.143,443,OUT.bound,https,established,wns.notify.trafficmanager.net,INTL.c,IN,AS8075 microsoft corporation,,,,Cloud Provider IP range
udp,192.168.2.1,52712,74.125.68.100,443,OUT.bound,https,,,LOKAL.c,US,AS15169 google llc,,,,Whitelisted IP
tcp,192.168.2.1,50478,157.240.208.60,443,OUT.bound,https,established,media-cgk1-1.cdn.whatsapp.net,LOKAL.c,ID,AS32934 facebook  inc.,,,,
tcp,192.168.2.1,50478,157.240.208.60,443,OUT.bound,https,established,mmx-ds.cdn.whatsapp.net,LOKAL.c,ID,AS32934 facebook  inc.,,,,
udp,103.135.6.222,63540,142.251.175.94,443,OUT.bound,https,,id.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,63540,142.251.175.94,443,OUT.bound,https,,ssl.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,63540,142.251.175.94,443,OUT.bound,https,,accounts-cctld.l.google.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,103.135.6.222,63540,142.251.175.94,443,OUT.bound,https,,www.gstatic.com,LOKAL.c,US,AS15169 google llc,CVE JAR Found   Massive active Malicious   unlatched issues,Monitoring Tsara Brashears - Extreme cyber attack against documented as alleged SA victim. Non-Adver,2023-11-24T12:03:49.398000,
udp,192.168.2.1,52410,216.239.38.120,443,OUT.bound,https,,forcesafesearch.google.com,LOKAL.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,Whitelisted IP
tcp,103.135.6.222,52101,203.161.21.203,80,OUT.bound,http,established,,INTL.c,ID,AS133840 pt jala lintas media,,,,
udp,103.135.6.222,55136,216.239.38.120,443,OUT.bound,https,,forcesafesearch.google.com,LOKAL.c,US,AS15169 google llc,Remcos RAT,Remcos (acronym of Remote Control & Surveillance Software) is a Remote Access Software used to remot,2022-10-02T11:03:36.202000,Whitelisted IP
udp,103.135.6.222,53850,142.251.12.100,443,OUT.bound,https,,play.google.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,53850,142.251.12.100,443,OUT.bound,https,,docs.google.com,LOKAL.c,US,AS15169 google llc,,,,
udp,103.135.6.222,53850,142.251.12.100,443,OUT.bound,https,,clients.l.google.com,LOKAL.c,US,AS15169 google llc,,,,
